,age,gender,device_type,ad_position,browsing_history,time_of_day,click
8177,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Evening,1
8179,36.0,Non-Binary,Desktop,Bottom,Shopping,Night,0
8180,64.0,Male,Mobile,Bottom,Social Media,Night,0
8181,40.339417052574234,Male,Tablet,Top,Social Media,Morning,1
8182,40.339417052574234,Non-Binary,Desktop,Bottom,News,Night,0
8183,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8184,45.0,Male,Desktop,Side,Shopping,Morning,1
8188,40.339417052574234,Male,Desktop,Side,News,Morning,0
8189,32.0,Female,Desktop,Side,News,Afternoon,0
8191,40.339417052574234,Female,Tablet,Side,Entertainment,Afternoon,1
8193,48.0,Non-Binary,Mobile,Top,News,Morning,0
8194,40.339417052574234,Male,Mobile,Top,Entertainment,Afternoon,1
8195,40.339417052574234,Non-Binary,Desktop,Top,Shopping,Afternoon,0
8196,40.339417052574234,Female,Mobile,Bottom,Entertainment,Night,1
8197,40.339417052574234,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
8198,27.0,Male,Tablet,Bottom,Education,Evening,0
8200,27.0,Male,Tablet,Side,Entertainment,Morning,1
8203,19.0,Male,Mobile,Top,Education,Evening,0
8204,40.339417052574234,Male,Desktop,Bottom,News,Morning,0
8206,40.339417052574234,Male,Desktop,Side,News,Evening,0
8207,25.0,Male,Desktop,Bottom,Entertainment,Morning,1
8208,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8209,40.339417052574234,Male,Desktop,Top,Social Media,Night,0
8210,35.0,Male,Tablet,Bottom,Education,Morning,0
8212,40.339417052574234,Non-Binary,Tablet,Bottom,Shopping,Night,0
8213,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,1
8214,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,0
8215,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
8216,40.339417052574234,Male,Desktop,Side,News,Afternoon,0
8217,49.0,Male,Desktop,Side,Entertainment,Morning,0
8218,56.0,Female,Desktop,Bottom,Entertainment,Night,0
8219,40.339417052574234,Male,Tablet,Bottom,Education,Morning,0
8221,40.339417052574234,Female,Tablet,Bottom,Entertainment,Morning,0
8222,40.339417052574234,Female,Mobile,Side,Entertainment,Afternoon,0
8223,26.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8224,19.0,Male,Mobile,Top,Entertainment,Morning,0
8225,55.0,Male,Mobile,Bottom,Social Media,Evening,0
8226,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
8227,40.339417052574234,Male,Desktop,Bottom,Social Media,Morning,0
8229,40.339417052574234,Male,Mobile,Bottom,News,Morning,0
8230,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
8233,40.339417052574234,Male,Mobile,Bottom,News,Night,0
8236,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
8237,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
8238,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Morning,0
8240,40.339417052574234,Male,Desktop,Bottom,News,Night,1
8241,18.0,Male,Tablet,Bottom,Education,Afternoon,0
8243,36.0,Male,Desktop,Side,Entertainment,Evening,0
8245,57.0,Female,Tablet,Bottom,Social Media,Morning,0
8246,33.0,Female,Mobile,Bottom,News,Evening,0
8247,44.0,Male,Mobile,Top,Entertainment,Morning,0
8249,40.339417052574234,Female,Mobile,Bottom,Education,Morning,0
8250,33.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8251,31.0,Male,Desktop,Bottom,Entertainment,Morning,1
8252,40.339417052574234,Male,Desktop,Side,Shopping,Morning,1
8253,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8257,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Evening,1
8258,42.0,Male,Tablet,Top,Education,Night,0
8259,32.0,Female,Mobile,Side,Shopping,Evening,0
8260,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Evening,0
8261,40.339417052574234,Male,Desktop,Side,News,Morning,0
8262,40.339417052574234,Male,Desktop,Side,News,Morning,0
8263,48.0,Male,Desktop,Side,Social Media,Afternoon,0
8264,45.0,Male,Desktop,Top,Entertainment,Evening,0
8266,41.0,Male,Mobile,Bottom,Entertainment,Morning,0
8267,32.0,Male,Desktop,Side,Entertainment,Evening,0
8268,40.339417052574234,Male,Mobile,Bottom,Social Media,Night,0
8270,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,0
8271,40.339417052574234,Male,Desktop,Side,Entertainment,Afternoon,1
8272,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
8273,64.0,Female,Desktop,Bottom,Entertainment,Morning,0
8274,40.339417052574234,Female,Mobile,Top,Shopping,Morning,1
8276,40.339417052574234,Male,Tablet,Top,Entertainment,Afternoon,1
8277,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,0
8278,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
8279,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
8281,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
8284,30.0,Female,Tablet,Side,News,Morning,0
8286,40.339417052574234,Male,Desktop,Top,Entertainment,Night,0
8287,40.339417052574234,Male,Desktop,Bottom,Education,Morning,1
8289,35.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8290,29.0,Male,Mobile,Side,Entertainment,Morning,0
8291,40.339417052574234,Female,Desktop,Top,Entertainment,Night,1
8293,40.339417052574234,Female,Desktop,Bottom,Social Media,Evening,0
8295,27.0,Female,Tablet,Top,Shopping,Night,0
8296,49.0,Non-Binary,Tablet,Side,Entertainment,Evening,0
8297,50.0,Male,Tablet,Bottom,Entertainment,Morning,0
8299,40.339417052574234,Male,Desktop,Top,Entertainment,Evening,0
8300,21.0,Female,Mobile,Bottom,Entertainment,Evening,0
8301,40.339417052574234,Male,Desktop,Side,Social Media,Night,1
8303,62.0,Male,Desktop,Bottom,News,Morning,1
8304,40.339417052574234,Male,Mobile,Top,Entertainment,Afternoon,0
8308,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
8309,19.0,Male,Desktop,Bottom,Entertainment,Morning,1
8310,40.339417052574234,Male,Mobile,Side,Entertainment,Afternoon,0
8311,40.339417052574234,Male,Desktop,Top,Education,Morning,1
8312,40.339417052574234,Male,Mobile,Bottom,Social Media,Afternoon,1
8313,53.0,Male,Mobile,Side,Social Media,Afternoon,0
8314,40.0,Male,Desktop,Bottom,Entertainment,Morning,1
8316,63.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8317,24.0,Male,Desktop,Side,Shopping,Morning,1
8320,44.0,Female,Desktop,Top,Shopping,Afternoon,1
8321,40.339417052574234,Female,Tablet,Top,Social Media,Morning,0
8322,59.0,Male,Desktop,Bottom,Entertainment,Afternoon,1
8325,26.0,Male,Desktop,Top,Shopping,Afternoon,0
8326,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8327,40.339417052574234,Female,Desktop,Side,Entertainment,Night,1
8328,49.0,Male,Desktop,Top,Shopping,Morning,1
8329,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,1
8332,42.0,Non-Binary,Desktop,Side,Entertainment,Morning,0
8333,40.339417052574234,Female,Mobile,Side,Social Media,Morning,1
8334,40.339417052574234,Non-Binary,Desktop,Side,Entertainment,Morning,1
8335,21.0,Female,Desktop,Side,Entertainment,Morning,1
8336,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,1
8337,56.0,Male,Desktop,Top,Shopping,Morning,0
8339,24.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8340,40.339417052574234,Male,Mobile,Bottom,Entertainment,Evening,0
8341,40.339417052574234,Male,Mobile,Bottom,News,Afternoon,0
8342,26.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8343,37.0,Male,Desktop,Bottom,Social Media,Night,0
8344,22.0,Male,Mobile,Top,Social Media,Evening,0
8345,40.339417052574234,Male,Desktop,Top,Education,Morning,0
8347,40.339417052574234,Male,Tablet,Top,Entertainment,Morning,1
8351,41.0,Male,Desktop,Bottom,Education,Morning,0
8352,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
8353,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8355,40.0,Male,Desktop,Side,Shopping,Morning,1
8357,40.0,Non-Binary,Desktop,Side,News,Night,0
8358,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,1
8360,33.0,Female,Desktop,Side,News,Morning,0
8362,35.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
8364,23.0,Non-Binary,Desktop,Top,Entertainment,Evening,0
8365,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
8366,56.0,Male,Mobile,Side,Entertainment,Afternoon,0
8368,40.339417052574234,Male,Mobile,Bottom,News,Morning,0
8369,35.0,Male,Desktop,Bottom,Entertainment,Evening,1
8370,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,1
8371,51.0,Male,Mobile,Bottom,Social Media,Morning,1
8374,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
8375,36.0,Male,Desktop,Bottom,Shopping,Evening,1
8376,19.0,Male,Desktop,Bottom,Entertainment,Morning,1
8377,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8380,40.339417052574234,Female,Tablet,Top,News,Morning,1
8381,40.0,Female,Desktop,Bottom,Entertainment,Morning,1
8382,38.0,Female,Desktop,Bottom,Shopping,Morning,0
8383,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,0
8384,40.339417052574234,Male,Tablet,Bottom,Shopping,Morning,0
8385,29.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8386,23.0,Male,Desktop,Bottom,Entertainment,Evening,1
8388,44.0,Non-Binary,Desktop,Side,News,Evening,1
8389,30.0,Non-Binary,Desktop,Side,Entertainment,Morning,1
8390,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
8392,53.0,Male,Mobile,Bottom,Entertainment,Night,0
8394,62.0,Male,Desktop,Top,Education,Morning,0
8396,64.0,Female,Mobile,Top,Entertainment,Afternoon,0
8397,40.339417052574234,Non-Binary,Tablet,Top,Entertainment,Evening,0
8398,40.339417052574234,Non-Binary,Mobile,Side,Education,Night,0
8399,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,0
8400,40.339417052574234,Female,Mobile,Top,Entertainment,Morning,0
8401,40.339417052574234,Female,Mobile,Bottom,Education,Afternoon,1
8404,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8406,34.0,Male,Mobile,Bottom,News,Morning,0
8407,52.0,Male,Desktop,Bottom,Entertainment,Night,0
8412,63.0,Male,Tablet,Bottom,Entertainment,Afternoon,0
8413,43.0,Female,Tablet,Bottom,Entertainment,Morning,0
8415,44.0,Non-Binary,Tablet,Bottom,Entertainment,Evening,0
8417,36.0,Female,Desktop,Bottom,Entertainment,Morning,1
8418,47.0,Male,Mobile,Bottom,Shopping,Evening,0
8420,40.339417052574234,Female,Desktop,Top,Entertainment,Night,0
8421,40.339417052574234,Male,Desktop,Top,Education,Afternoon,1
8422,40.339417052574234,Male,Mobile,Bottom,Entertainment,Afternoon,1
8425,46.0,Male,Desktop,Bottom,Entertainment,Night,0
8426,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
8427,38.0,Male,Tablet,Side,Entertainment,Evening,0
8430,43.0,Male,Desktop,Top,Social Media,Afternoon,1
8431,30.0,Female,Desktop,Bottom,News,Morning,0
8432,29.0,Male,Desktop,Bottom,Entertainment,Morning,1
8433,40.339417052574234,Male,Mobile,Side,Entertainment,Morning,1
8435,40.339417052574234,Non-Binary,Desktop,Top,Education,Evening,0
8436,40.339417052574234,Female,Desktop,Bottom,News,Evening,0
8438,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
8439,40.339417052574234,Male,Desktop,Side,Education,Night,1
8440,62.0,Male,Desktop,Top,Entertainment,Evening,0
8441,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8447,40.339417052574234,Non-Binary,Tablet,Side,Entertainment,Morning,0
8448,40.339417052574234,Male,Tablet,Side,Shopping,Evening,0
8451,40.339417052574234,Male,Mobile,Top,Social Media,Night,0
8453,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Evening,1
8454,46.0,Female,Desktop,Bottom,Entertainment,Morning,1
8458,40.339417052574234,Male,Desktop,Bottom,News,Night,0
8459,26.0,Male,Tablet,Top,Entertainment,Morning,1
8461,40.339417052574234,Male,Mobile,Top,Entertainment,Morning,1
8462,40.339417052574234,Male,Tablet,Side,Shopping,Morning,0
8463,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Night,1
8464,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,0
8466,19.0,Male,Mobile,Bottom,Entertainment,Morning,0
8470,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,0
8472,52.0,Female,Desktop,Side,Education,Morning,0
8473,40.339417052574234,Female,Desktop,Top,Shopping,Morning,0
8474,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
8475,40.339417052574234,Male,Tablet,Side,Entertainment,Afternoon,1
8476,40.339417052574234,Female,Desktop,Top,Entertainment,Night,1
8479,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,1
8481,40.339417052574234,Non-Binary,Tablet,Side,Entertainment,Morning,0
8482,31.0,Male,Desktop,Bottom,Entertainment,Morning,0
8483,20.0,Male,Tablet,Top,Entertainment,Morning,0
8484,40.339417052574234,Male,Desktop,Bottom,News,Night,1
8485,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
8486,51.0,Female,Mobile,Top,News,Evening,0
8487,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,0
8488,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Morning,1
8490,21.0,Male,Desktop,Side,Shopping,Evening,0
8495,30.0,Male,Desktop,Top,Entertainment,Morning,0
8497,22.0,Female,Desktop,Bottom,Entertainment,Morning,0
8498,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Morning,0
8499,46.0,Male,Desktop,Bottom,Shopping,Afternoon,0
8500,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,0
8502,58.0,Male,Tablet,Bottom,Entertainment,Morning,0
8505,40.339417052574234,Male,Desktop,Bottom,Social Media,Evening,1
8506,54.0,Male,Desktop,Side,Social Media,Evening,0
8508,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
8510,40.339417052574234,Male,Desktop,Bottom,Education,Morning,1
8511,21.0,Male,Desktop,Top,Entertainment,Morning,1
8513,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,0
8515,19.0,Male,Tablet,Bottom,Entertainment,Morning,1
8516,22.0,Male,Desktop,Bottom,Entertainment,Morning,0
8517,23.0,Non-Binary,Desktop,Bottom,Entertainment,Night,0
8519,49.0,Non-Binary,Desktop,Side,News,Evening,0
8522,64.0,Female,Tablet,Bottom,Entertainment,Evening,0
8524,52.0,Male,Desktop,Side,Entertainment,Evening,0
8525,40.339417052574234,Female,Desktop,Top,Shopping,Morning,1
8527,59.0,Male,Desktop,Side,Entertainment,Morning,1
8528,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,0
8530,40.339417052574234,Male,Desktop,Top,News,Night,1
8531,44.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
8532,46.0,Male,Tablet,Side,Entertainment,Morning,1
8533,26.0,Male,Tablet,Bottom,Entertainment,Morning,1
8537,52.0,Female,Mobile,Bottom,Education,Morning,0
8538,59.0,Female,Tablet,Bottom,Entertainment,Morning,0
8539,40.339417052574234,Male,Desktop,Side,Entertainment,Night,1
8540,40.339417052574234,Male,Mobile,Side,Shopping,Morning,0
8541,40.339417052574234,Male,Desktop,Top,News,Morning,0
8542,40.339417052574234,Female,Tablet,Bottom,Shopping,Evening,1
8544,40.339417052574234,Male,Desktop,Side,Entertainment,Afternoon,0
8546,37.0,Female,Tablet,Bottom,Entertainment,Morning,0
8547,27.0,Female,Desktop,Top,News,Night,0
8548,47.0,Male,Desktop,Bottom,Entertainment,Morning,0
8550,64.0,Male,Tablet,Side,Entertainment,Morning,0
8553,29.0,Male,Desktop,Bottom,Entertainment,Morning,0
8554,40.339417052574234,Male,Desktop,Bottom,Shopping,Morning,1
8555,27.0,Male,Tablet,Side,Education,Morning,0
8556,31.0,Male,Desktop,Bottom,Entertainment,Night,1
8558,48.0,Male,Mobile,Bottom,Education,Night,0
8559,39.0,Non-Binary,Tablet,Top,News,Evening,0
8560,40.339417052574234,Male,Mobile,Side,Entertainment,Afternoon,1
8563,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,1
8564,40.339417052574234,Male,Tablet,Top,News,Afternoon,0
8568,40.339417052574234,Male,Tablet,Side,Entertainment,Morning,1
8570,54.0,Male,Mobile,Bottom,Education,Night,0
8573,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
8576,61.0,Female,Desktop,Side,Entertainment,Afternoon,1
8578,48.0,Male,Desktop,Bottom,Shopping,Night,0
8579,37.0,Male,Mobile,Side,Entertainment,Morning,1
8580,42.0,Non-Binary,Tablet,Bottom,Social Media,Evening,0
8581,30.0,Female,Mobile,Top,Social Media,Morning,1
8582,35.0,Male,Desktop,Bottom,Entertainment,Morning,0
8583,40.339417052574234,Female,Mobile,Side,Education,Night,0
8584,29.0,Male,Tablet,Side,Education,Night,0
8585,57.0,Male,Desktop,Side,Entertainment,Morning,1
8587,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
8589,58.0,Male,Desktop,Bottom,Education,Morning,0
8590,40.0,Male,Desktop,Bottom,Entertainment,Morning,1
8591,40.339417052574234,Male,Mobile,Bottom,Social Media,Night,0
8592,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,0
8593,20.0,Non-Binary,Mobile,Top,Education,Night,0
8597,40.339417052574234,Male,Mobile,Top,Entertainment,Night,0
8599,40.339417052574234,Male,Mobile,Top,Entertainment,Night,0
8601,47.0,Male,Mobile,Bottom,Social Media,Night,0
8603,53.0,Male,Desktop,Bottom,Entertainment,Night,0
8606,40.339417052574234,Male,Desktop,Bottom,News,Morning,0
8608,40.339417052574234,Female,Mobile,Side,Entertainment,Night,0
8609,51.0,Male,Desktop,Top,Entertainment,Morning,1
8610,40.339417052574234,Male,Mobile,Bottom,News,Morning,1
8611,40.0,Male,Tablet,Bottom,Entertainment,Morning,1
8612,40.339417052574234,Male,Tablet,Top,Entertainment,Afternoon,0
8615,40.339417052574234,Female,Desktop,Bottom,Entertainment,Morning,0
8616,60.0,Male,Tablet,Bottom,Social Media,Night,0
8618,38.0,Male,Tablet,Bottom,Entertainment,Morning,1
8619,40.339417052574234,Female,Tablet,Bottom,Entertainment,Morning,1
8624,19.0,Male,Desktop,Bottom,Entertainment,Morning,1
8625,40.339417052574234,Non-Binary,Mobile,Bottom,News,Afternoon,1
8626,40.339417052574234,Male,Desktop,Bottom,Social Media,Night,0
8627,40.339417052574234,Male,Desktop,Top,Shopping,Night,1
8628,23.0,Male,Desktop,Top,Education,Morning,1
8630,40.339417052574234,Non-Binary,Tablet,Side,Shopping,Morning,1
8631,57.0,Male,Mobile,Bottom,Entertainment,Night,1
8632,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,0
8634,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,0
8637,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,1
8639,54.0,Male,Mobile,Bottom,Entertainment,Morning,0
8640,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
8641,40.339417052574234,Male,Desktop,Bottom,Entertainment,Afternoon,0
8642,40.339417052574234,Female,Desktop,Top,Entertainment,Evening,1
8647,31.0,Male,Desktop,Side,Entertainment,Morning,1
8648,40.339417052574234,Male,Desktop,Bottom,Entertainment,Night,1
8649,62.0,Male,Mobile,Bottom,Education,Morning,1
8650,40.339417052574234,Male,Tablet,Bottom,Entertainment,Evening,1
8652,46.0,Male,Desktop,Bottom,Entertainment,Morning,0
8655,46.0,Male,Desktop,Bottom,Entertainment,Morning,0
8656,64.0,Male,Mobile,Bottom,Education,Night,0
8658,55.0,Non-Binary,Desktop,Side,Entertainment,Evening,1
8659,40.339417052574234,Non-Binary,Tablet,Bottom,News,Morning,1
8660,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Afternoon,1
8662,40.339417052574234,Non-Binary,Tablet,Top,Entertainment,Night,1
8664,31.0,Male,Desktop,Bottom,Entertainment,Morning,1
8665,40.339417052574234,Male,Tablet,Bottom,Shopping,Afternoon,0
8666,40.339417052574234,Male,Mobile,Bottom,Social Media,Night,1
8672,22.0,Male,Tablet,Bottom,Entertainment,Evening,0
8674,40.0,Male,Tablet,Bottom,Entertainment,Morning,1
8677,43.0,Male,Desktop,Bottom,Shopping,Evening,0
8678,23.0,Male,Desktop,Bottom,Education,Evening,0
8680,40.339417052574234,Male,Desktop,Top,News,Afternoon,0
8681,42.0,Male,Desktop,Bottom,Entertainment,Morning,0
8683,32.0,Female,Desktop,Top,Entertainment,Morning,0
8686,32.0,Male,Mobile,Side,Education,Morning,0
8687,40.339417052574234,Non-Binary,Mobile,Top,Education,Morning,0
8690,32.0,Female,Mobile,Side,Entertainment,Night,0
8693,22.0,Female,Mobile,Bottom,Entertainment,Morning,1
8694,40.339417052574234,Male,Tablet,Top,Entertainment,Evening,0
8695,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Morning,0
8700,40.339417052574234,Male,Desktop,Bottom,Shopping,Evening,1
8702,40.339417052574234,Female,Mobile,Top,Shopping,Night,0
8704,29.0,Male,Desktop,Bottom,Education,Evening,1
8707,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8708,28.0,Female,Desktop,Top,Entertainment,Morning,1
8709,62.0,Male,Mobile,Bottom,Entertainment,Morning,0
8710,40.339417052574234,Non-Binary,Mobile,Bottom,Entertainment,Night,0
8711,53.0,Male,Tablet,Bottom,Entertainment,Morning,0
8714,42.0,Female,Tablet,Top,Entertainment,Afternoon,0
8717,38.0,Non-Binary,Desktop,Bottom,Entertainment,Morning,1
8719,53.0,Female,Desktop,Bottom,Entertainment,Evening,0
8720,57.0,Male,Tablet,Side,Entertainment,Morning,1
8721,40.339417052574234,Male,Tablet,Bottom,News,Night,0
8722,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,0
8724,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Morning,0
8726,40.339417052574234,Male,Desktop,Top,Shopping,Morning,1
8727,40.339417052574234,Male,Tablet,Top,Social Media,Evening,0
8729,40.339417052574234,Female,Mobile,Side,Education,Night,0
8730,40.339417052574234,Female,Tablet,Bottom,Entertainment,Afternoon,0
8731,40.339417052574234,Male,Desktop,Top,Social Media,Morning,0
8732,41.0,Male,Desktop,Top,Entertainment,Evening,1
8733,40.339417052574234,Female,Tablet,Bottom,Entertainment,Evening,0
8736,56.0,Male,Tablet,Bottom,News,Morning,1
8737,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,1
8740,29.0,Male,Tablet,Bottom,Entertainment,Morning,0
8741,43.0,Non-Binary,Mobile,Bottom,Entertainment,Night,1
8742,31.0,Male,Desktop,Bottom,Social Media,Night,1
8743,23.0,Male,Mobile,Top,Entertainment,Night,0
8744,41.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
8745,40.339417052574234,Male,Mobile,Bottom,Shopping,Morning,1
8747,40.339417052574234,Male,Desktop,Top,Entertainment,Afternoon,1
8748,47.0,Male,Desktop,Bottom,Entertainment,Morning,0
8751,40.339417052574234,Male,Desktop,Side,Social Media,Morning,0
8752,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,1
8754,28.0,Non-Binary,Desktop,Side,Entertainment,Night,0
8755,40.339417052574234,Male,Desktop,Bottom,Entertainment,Evening,0
8756,55.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,1
8757,28.0,Male,Desktop,Side,Shopping,Morning,0
8758,42.0,Male,Tablet,Bottom,Shopping,Afternoon,0
8759,61.0,Male,Tablet,Bottom,Education,Afternoon,0
8761,40.339417052574234,Female,Mobile,Bottom,Entertainment,Morning,0
8762,40.339417052574234,Male,Tablet,Bottom,Entertainment,Morning,0
8763,40.339417052574234,Male,Desktop,Bottom,Education,Evening,1
8766,40.339417052574234,Male,Tablet,Side,Entertainment,Evening,0
8768,40.339417052574234,Female,Desktop,Bottom,Entertainment,Evening,0
8769,34.0,Male,Desktop,Bottom,Entertainment,Afternoon,0
8770,40.339417052574234,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1
8775,39.0,Male,Desktop,Top,Entertainment,Morning,1
8776,43.0,Male,Desktop,Bottom,News,Afternoon,1
8778,28.0,Male,Desktop,Bottom,Social Media,Morning,1
8780,54.0,Male,Tablet,Bottom,Education,Night,0
8781,20.0,Male,Mobile,Bottom,News,Morning,1
8782,40.339417052574234,Male,Tablet,Side,Shopping,Morning,0
8783,61.0,Male,Desktop,Bottom,Entertainment,Morning,0
8784,50.0,Male,Desktop,Bottom,Social Media,Morning,0
8786,44.0,Male,Desktop,Top,Social Media,Morning,0
8787,26.0,Male,Desktop,Side,Shopping,Morning,0
8789,52.0,Female,Desktop,Side,Entertainment,Night,0
8790,40.339417052574234,Male,Tablet,Bottom,Entertainment,Night,1
8791,37.0,Female,Mobile,Bottom,Social Media,Morning,0
8792,57.0,Male,Mobile,Bottom,Entertainment,Afternoon,0
8794,40.339417052574234,Male,Desktop,Top,Entertainment,Night,1
8798,40.0,Non-Binary,Mobile,Side,Entertainment,Night,0
8799,40.339417052574234,Male,Mobile,Side,Shopping,Morning,0
8800,40.339417052574234,Non-Binary,Desktop,Bottom,News,Evening,0
8801,34.0,Non-Binary,Tablet,Side,News,Evening,0
8802,40.339417052574234,Male,Tablet,Top,Entertainment,Evening,1
8803,40.339417052574234,Female,Mobile,Bottom,Entertainment,Night,0
8804,40.339417052574234,Male,Mobile,Bottom,Entertainment,Night,0
8810,40.339417052574234,Non-Binary,Tablet,Bottom,Entertainment,Morning,0
8813,18.0,Male,Mobile,Side,Entertainment,Morning,0
8814,27.0,Female,Mobile,Top,Entertainment,Morning,0
8816,39.0,Non-Binary,Desktop,Top,News,Morning,0
8817,29.0,Male,Tablet,Side,Entertainment,Morning,1
8818,40.339417052574234,Non-Binary,Mobile,Side,Entertainment,Evening,0
8819,37.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
8821,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8824,40.339417052574234,Male,Desktop,Bottom,Entertainment,Morning,1
8826,49.0,Male,Mobile,Bottom,Entertainment,Evening,0
8827,20.0,Male,Desktop,Bottom,Entertainment,Morning,1
8828,40.339417052574234,Male,Mobile,Bottom,Education,Morning,0
8829,54.0,Male,Desktop,Side,Education,Evening,1
8830,31.0,Male,Mobile,Bottom,News,Evening,1
8831,40.339417052574234,Male,Desktop,Top,Entertainment,Morning,1
8832,40.339417052574234,Male,Mobile,Bottom,Entertainment,Morning,0
8834,40.339417052574234,Female,Desktop,Top,Entertainment,Morning,1
8836,40.339417052574234,Male,Mobile,Side,Entertainment,Evening,0
8837,43.0,Male,Desktop,Bottom,Entertainment,Morning,1
8838,18.0,Male,Mobile,Side,Entertainment,Evening,0
8839,45.0,Female,Tablet,Side,Entertainment,Morning,0
8840,40.339417052574234,Male,Mobile,Bottom,Education,Afternoon,1
8842,62.0,Male,Desktop,Bottom,News,Morning,1
8843,40.339417052574234,Female,Desktop,Bottom,Entertainment,Afternoon,1
8844,40.339417052574234,Male,Desktop,Top,Social Media,Night,1
8845,40.339417052574234,Male,Desktop,Side,Entertainment,Morning,0
